full_ID,set,manipulation,face_n,artificial,race_guess,race_ba,race_ea,race_hl,race_me,race_na,race_pi,race_se,race_sa,race_wc,prot_ba_n,prot_ba_m,prot_ba_sd,prot_ba_mdn,prot_ba_min,prot_ba_max,prot_ea_n,prot_ea_m,prot_ea_sd,prot_ea_mdn,prot_ea_min,prot_ea_max,prot_hl_n,prot_hl_m,prot_hl_sd,prot_hl_mdn,prot_hl_min,prot_hl_max,prot_me_n,prot_me_m,prot_me_sd,prot_me_mdn,prot_me_min,prot_me_max,prot_na_n,prot_na_m,prot_na_sd,prot_na_mdn,prot_na_min,prot_na_max,prot_pi_n,prot_pi_m,prot_pi_sd,prot_pi_mdn,prot_pi_min,prot_pi_max,prot_se_n,prot_se_m,prot_se_sd, prot_se_mdn ,prot_se_min,prot_se_max,prot_sa_n,prot_sa_m,prot_sa_sd,prot_sa_mdn,prot_sa_min,prot_sa_max,prot_wc_n,prot_wc_m,prot_wc_sd,prot_wc_mdn,prot_wc_min,prot_wc_max,age_m,age_sd,age_mdn,age_n,age_min,age_max,gender_fem,attract_m,attract_sd,attract_mdn,attract_n,attract_min,attract_max,happy_m,happy_sd,happy_mdn,happy_n,happy_min,happy_max
7902-1229,7902,1229,54,0.063,Multiple,0.056,0.019,0.222,0.204,0.019,0.093,0.093,0.444,0.148,3,58.667,14.154,51.0,50,75,1,47.000,NA,47.0,47,47,12,63.333,16.278,64.0,21,87,11,60.727,21.133,54.0,27,100,1,85.000,NA,85.0,85,85,5,46.800,16.888,54.0,28,66,5,66.800,29.550, 73.0 ,19,100,24,72.792,16.886,75.5,25,100,8,39.125,16.600,39.0,12,70,24.759,3.870,24.0,54,18,37,0.000,4.463,1.161,5.0,54.000,1,7,6.185,0.803,6.0,54,4,7
7902-2491,7902,2491,54,0.176,SouthAsian,0.296,0.019,0.019,0.241,0.000,0.130,0.074,0.537,0.019,16,63.438,23.258,68.0,17,100,1,17.000,NA,17.0,17,17,1,34.000,NA,34.0,34,34,13,70.308,18.030,66.0,45,100,NA,NA,NA,NA,NA,NA,7,63.143,14.690,60.0,50,90,4,26.750,16.998, 23.5 ,10,50,29,75.448,19.156,76.0,21,100,1,30.000,NA,30.0,30,30,27.278,4.744,26.0,54,18,45,0.000,4.667,1.259,5.0,54.000,1,7,6.111,0.883,6.0,54,3,7
8183-21,8183,21,52,0.188,White,0.173,0.000,0.365,0.077,0.000,0.077,0.000,0.058,0.750,9,35.333,14.335,40.0,13,52,NA,NA,NA,NA,NA,NA,19,57.947,16.956,60.0,29,100,4,47.750,20.823,48.0,25,70,NA,NA,NA,NA,NA,NA,4,55.250,29.079,54.5,21,91,NA,NA,NA, NA ,NA,NA,3,51.333,25.891,61.0,22,71,39,67.590,21.181,66.0,30,100,24.327,3.884,24.5,52,15,34,0.981,5.596,1.089,6.0,52.000,3,7,4.462,0.959,5.0,52,3,6
8183-28,8183,28,50,0.000,SouthAsian,0.120,0.000,0.220,0.180,0.000,0.040,0.020,0.540,0.040,6,61.833,21.803,66.0,30,92,NA,NA,NA,NA,NA,NA,11,68.000,23.087,72.0,29,100,9,64.667,11.034,61.0,53,81,NA,NA,NA,NA,NA,NA,2,55.000,21.213,55.0,40,70,1,71.000,NA, 71.0 ,71,71,27,76.481,19.679,80.0,25,100,2,35.000,7.071,35.0,30,40,25.240,4.359,25.0,50,18,35,0.960,5.280,1.070,5.0,50.000,3,7,4.160,1.017,4.0,50,2,6
8183-100,8183,100,53,0.000,Multiple,0.057,0.000,0.340,0.340,0.057,0.057,0.038,0.472,0.094,3,46.667,7.638,45.0,40,55,NA,NA,NA,NA,NA,NA,18,69.556,17.945,70.5,37,100,18,64.722,18.585,60.0,40,100,3,59.333,14.468,52.0,50,76,3,34.000,14.422,30.0,22,50,2,64.500,20.506, 64.5 ,50,79,25,75.240,15.339,75.0,50,100,5,33.800,15.563,34.0,10,50,26.170,4.094,26.0,53,19,40,1.000,5.698,0.911,6.0,53.000,4,7,4.566,0.930,5.0,53,2,6
8183-115,8183,115,50,0.071,Hispanic,0.080,0.020,0.640,0.300,0.060,0.060,0.040,0.020,0.260,4,41.000,14.445,45.5,20,53,1,84.000,NA,84.0,84,84,32,71.844,22.569,76.0,29,100,15,63.267,16.748,62.0,33,100,3,48.000,16.093,53.0,30,61,3,58.000,23.431,70.0,31,73,2,30.000,1.414, 30.0 ,29,31,1,70.000,NA,70.0,70,70,13,50.846,20.211,50.0,25,99,25.720,4.969,25.0,50,17,41,1.000,5.140,1.143,5.0,50.000,2,7,4.380,0.987,4.0,50,2,7
8183-321,8183,321,54,0.059,Hispanic,0.037,0.000,0.593,0.241,0.019,0.056,0.037,0.148,0.111,2,27.500,3.536,27.5,25,30,NA,NA,NA,NA,NA,NA,32,76.156,17.471,80.0,33,100,13,62.154,20.322,60.0,25,100,1,50.000,NA,50.0,50,50,3,65.667,30.892,83.0,30,84,2,58.000,15.556, 58.0 ,47,69,8,65.625,9.985,70.5,50,76,6,65.000,10.526,67.5,51,75,26.185,3.603,26.0,54,18,35,1.000,5.481,1.094,6.0,54.000,3,7,4.537,1.059,5.0,54,1,7
8183-533,8183,533,54,0.063,Multiple,0.315,0.000,0.037,0.056,0.037,0.148,0.019,0.500,0.000,17,78.118,20.291,85.0,30,100,NA,NA,NA,NA,NA,NA,2,89.500,9.192,89.5,83,96,3,76.000,22.517,89.0,50,89,2,56.000,41.012,56.0,27,85,8,64.375,16.716,61.0,41,100,1,25.000,NA, 25.0 ,25,25,27,68.148,24.329,72.0,15,100,NA,NA,NA,NA,NA,NA,28.130,4.379,27.0,54,19,39,1.000,5.204,1.219,5.0,54.000,2,7,4.278,0.960,4.0,54,2,7
8786-533,8786,533,51,0.133,Multiple,0.490,0.000,0.235,0.157,0.020,0.020,0.000,0.451,0.039,25,66.120,23.204,70.0,15,100,NA,NA,NA,NA,NA,NA,12,60.083,24.729,54.5,20,100,8,73.750,15.443,74.5,53,92,1,52.000,NA,52.0,52,52,1,75.000,NA,75.0,75,75,NA,NA,NA, NA ,NA,NA,23,73.609,18.032,80.0,35,100,2,43.000,9.899,43.0,36,50,30.412,5.235,30.0,51,19,45,0.000,4.765,1.350,5.0,51.000,1,7,5.216,0.901,5.0,51,3,7
8786-3389,8786,3389,51,0.133,White,0.020,0.000,0.000,0.000,0.020,0.000,0.000,0.000,1.000,1,6.000,NA,6.0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20.000,NA,20.0,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,51,93.059,13.728,100.0,29,100,28.843,4.743,28.0,51,18,39,0.020,4.824,1.178,5.0,51.000,2,7,5.588,1.043,6.0,51,3,7
8786-3994,8786,3994,51,0.313,Hispanic,0.020,0.000,0.569,0.157,0.000,0.059,0.020,0.059,0.373,1,35.000,NA,35.0,35,35,NA,NA,NA,NA,NA,NA,29,65.207,18.084,70.0,30,91,8,55.250,16.577,57.5,30,75,NA,NA,NA,NA,NA,NA,3,60.000,17.321,50.0,50,80,1,12.000,NA, 12.0 ,12,12,3,46.667,11.547,40.0,40,60,19,61.000,26.170,64.0,1,100,28.961,4.123,29.0,51,18,42,0.000,4.961,1.248,5.0,51.000,1,7,5.216,1.026,5.0,51,3,7
9310-27,9310,27,53,0.176,White,0.019,0.075,0.075,0.019,0.038,0.019,0.038,0.000,0.925,1,33.000,NA,33.0,33,33,4,59.000,11.860,55.5,50,75,4,42.250,19.103,44.0,20,61,1,46.000,NA,46.0,46,46,2,51.000,29.698,51.0,30,72,1,91.000,NA,91.0,91,91,2,39.500,0.707, 39.5 ,39,40,NA,NA,NA,NA,NA,NA,49,74.755,19.489,80.0,26,100,37.226,5.928,35.0,53,26,55,0.000,3.943,1.277,4.0,53.000,1,7,4.585,0.929,5.0,53,2,7
9310-28,9310,28,51,0.059,Multiple,0.353,0.078,0.235,0.039,0.020,0.294,0.255,0.059,0.039,18,58.556,22.708,59.0,20,100,4,47.500,9.256,45.5,40,59,12,69.583,21.219,77.5,10,88,2,65.000,7.071,65.0,60,70,1,65.000,NA,65.0,65,65,15,67.467,22.341,66.0,10,100,13,65.846,16.861, 70.0 ,36,100,3,50.333,21.502,45.0,32,74,2,32.500,13.435,32.5,23,42,37.431,4.884,38.0,51,29,50,0.020,4.255,1.278,4.0,51.000,1,7,4.804,0.895,5.0,51,3,7
9310-533,9310,533,53,0.059,Black,0.830,0.038,0.038,0.019,0.019,0.132,0.170,0.038,0.038,44,77.250,22.170,84.0,20,100,2,50.000,0.000,50.0,50,50,2,76.500,33.234,76.5,53,100,1,49.000,NA,49.0,49,49,1,52.000,NA,52.0,52,52,7,51.000,20.232,54.0,29,80,9,36.889,17.439, 35.0 ,10,70,2,51.500,10.607,51.5,44,59,2,20.000,14.142,20.0,10,30,39.642,6.086,40.0,53,25,55,0.000,4.019,1.513,4.0,53.000,1,7,5.113,1.050,5.0,53,3,7
9310-785,9310,785,54,0.133,Black,0.944,0.000,0.019,0.019,0.000,0.037,0.019,0.037,0.000,51,88.725,13.155,92.0,50,100,NA,NA,NA,NA,NA,NA,1,5.000,NA,5.0,5,5,1,13.000,NA,13.0,13,13,NA,NA,NA,NA,NA,NA,2,75.000,21.213,75.0,60,90,1,23.000,NA, 23.0 ,23,23,2,53.000,41.012,53.0,24,82,NA,NA,NA,NA,NA,NA,38.352,5.492,39.0,54,25,50,0.000,4.241,1.331,4.0,54.000,1,7,4.833,1.005,5.0,54,3,7
9310-2486,9310,2486,56,0.235,Asian,0.018,0.268,0.125,0.036,0.036,0.196,0.554,0.089,0.036,1,50.000,NA,50.0,50,50,15,72.467,21.633,73.0,31,100,7,58.429,13.903,60.0,40,78,2,51.500,2.121,51.5,50,53,2,57.000,9.899,57.0,50,64,11,70.636,12.940,70.0,50,93,31,74.839,18.221, 75.0 ,29,100,5,59.000,22.956,70.0,23,80,2,38.500,9.192,38.5,32,45,38.375,5.732,38.0,56,25,52,0.018,3.982,1.300,4.0,56.000,1,7,4.750,1.116,5.0,56,2,7
9848-28,9848,28,55,0.235,Black,0.818,0.000,0.255,0.091,0.055,0.091,0.000,0.073,0.255,45,58.533,19.037,54.0,23,100,NA,NA,NA,NA,NA,NA,14,60.571,14.195,58.0,39,82,5,56.600,23.255,57.0,21,81,3,47.000,16.703,50.0,29,62,5,66.000,14.748,70.0,40,75,NA,NA,NA, NA ,NA,NA,4,68.500,6.351,69.5,60,75,14,33.714,15.339,35.0,10,50,32.745,5.125,33.0,55,20,45,1.000,4.636,1.393,5.0,55.000,2,7,5.218,0.937,5.0,55,3,7
9848-40,9848,40,56,0.176,Multiple,0.464,0.018,0.321,0.143,0.018,0.107,0.018,0.054,0.482,26,49.115,18.658,50.0,10,83,1,70.000,NA,70.0,70,70,18,62.333,21.987,70.5,11,92,8,59.125,28.473,49.0,29,100,1,30.000,NA,30.0,30,30,6,47.500,16.453,50.0,28,70,1,40.000,NA, 40.0 ,40,40,3,33.333,19.655,23.0,21,56,27,47.296,18.006,50.0,17,95,30.518,6.347,30.5,56,19,44,0.893,4.339,1.431,5.0,56.000,1,7,5.286,0.868,5.0,56,3,7
9848-44,9848,44,54,0.294,White,0.185,0.000,0.093,0.019,0.000,0.000,0.000,0.000,0.963,10,38.000,14.795,45.0,11,52,NA,NA,NA,NA,NA,NA,5,43.200,20.030,40.0,24,74,1,60.000,NA,60.0,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,77.481,19.531,81.0,29,100,27.852,5.156,28.0,54,16,40,0.944,4.426,1.340,5.0,54.000,1,7,5.667,0.911,6.0,54,3,7
9848-533,9848,533,51,0.000,Black,0.941,0.000,0.020,0.000,0.020,0.059,0.000,0.000,0.059,48,88.208,13.927,90.5,40,100,NA,NA,NA,NA,NA,NA,1,92.000,NA,92.0,92,92,NA,NA,NA,NA,NA,NA,1,10.000,NA,10.0,10,10,3,47.667,28.006,32.0,31,80,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,3,26.667,28.868,10.0,10,60,34.843,6.319,35.0,51,23,54,1.000,4.843,1.405,5.0,51.000,1,7,5.471,0.880,6.0,51,3,7
9848-1099,9848,1099,54,0.250,White,0.407,0.000,0.370,0.093,0.093,0.167,0.019,0.074,0.519,22,47.955,21.451,50.0,15,94,NA,NA,NA,NA,NA,NA,20,56.100,18.750,55.5,25,94,5,66.600,17.271,71.0,46,83,5,57.600,15.805,65.0,40,71,9,43.556,19.552,41.0,8,71,1,50.000,NA, 50.0 ,50,50,4,51.250,21.219,48.0,29,80,28,43.214,20.970,47.5,5,84,30.830,6.006,30.0,53,18,45,0.981,4.396,1.405,4.0,53.000,1,7,5.660,0.898,6.0,53,3,7
9848-10830,9848,10830,50,0.000,Black,0.820,0.000,0.260,0.060,0.040,0.040,0.000,0.040,0.280,41,56.634,19.303,59.0,15,95,NA,NA,NA,NA,NA,NA,13,61.692,20.418,64.0,16,87,3,65.000,18.028,60.0,50,85,2,46.000,36.770,46.0,20,72,2,48.000,53.740,48.0,10,86,NA,NA,NA, NA ,NA,NA,2,33.000,32.527,33.0,10,56,14,37.500,21.454,36.0,5,70,36.880,5.709,37.5,50,23,48,0.980,4.600,1.229,5.0,50.000,1,7,4.920,1.322,5.0,50,1,7
10465-10,10465,10,53,0.235,White,0.019,0.000,0.208,0.264,0.019,0.019,0.000,0.038,0.849,1,38.000,NA,38.0,38,38,NA,NA,NA,NA,NA,NA,11,40.818,19.636,46.0,11,70,14,57.357,17.614,56.0,22,86,1,90.000,NA,90.0,90,90,1,100.000,NA,100.0,100,100,NA,NA,NA, NA ,NA,NA,2,46.000,5.657,46.0,42,50,45,80.089,19.976,87.0,31,100,28.925,4.731,28.0,53,19,40,0.000,4.943,1.322,5.0,53.000,1,7,4.642,0.901,5.0,53,3,7
10465-28,10465,28,54,0.176,Multiple,0.093,0.000,0.222,0.463,0.019,0.019,0.056,0.370,0.111,5,50.000,21.506,50.0,20,75,NA,NA,NA,NA,NA,NA,12,63.667,19.644,59.5,39,100,25,74.680,20.890,77.0,40,100,1,40.000,NA,40.0,40,40,1,55.000,NA,55.0,55,55,3,78.000,6.557, 77.0 ,72,85,20,60.400,17.887,65.0,29,88,6,47.000,21.522,49.5,13,80,30.519,4.312,30.0,54,18,40,0.019,5.000,1.082,5.0,54.000,1,7,4.352,0.850,4.0,54,2,6
10465-56,10465,56,53,0.059,White,0.000,0.000,0.396,0.283,0.000,0.019,0.000,0.075,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,56.571,17.837,55.0,20,100,15,57.267,18.518,60.0,12,84,NA,NA,NA,NA,NA,NA,1,10.000,NA,10.0,10,10,NA,NA,NA, NA ,NA,NA,4,64.000,18.403,66.0,40,84,31,63.613,22.749,60.0,20,100,28.094,4.198,28.0,53,19,39,0.000,4.453,1.501,5.0,53.000,1,7,4.472,0.973,4.0,53,2,7
10465-288,10465,288,55,0.353,White,0.000,0.000,0.018,0.000,0.018,0.000,0.000,0.000,0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29.000,NA,29.0,29,29,NA,NA,NA,NA,NA,NA,1,82.000,NA,82.0,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,54,91.907,13.987,99.5,41,100,29.455,4.578,29.0,55,20,40,0.000,5.109,1.257,5.0,55.000,2,7,4.582,0.956,5.0,55,2,7
10465-464,10465,464,52,0.176,MiddleEastern,0.019,0.000,0.250,0.596,0.038,0.058,0.019,0.231,0.038,1,50.000,NA,50.0,50,50,NA,NA,NA,NA,NA,NA,13,81.231,17.749,81.0,47,100,31,72.355,18.368,80.0,31,100,2,66.500,23.335,66.5,50,83,3,67.667,22.502,60.0,50,93,1,50.000,NA, 50.0 ,50,50,12,67.500,16.479,67.0,50,97,2,56.500,9.192,56.5,50,63,27.327,4.702,26.0,52,18,42,0.019,4.538,1.212,5.0,52.000,1,7,4.481,1.093,5.0,52,2,7
10465-533,10465,533,51,0.133,Multiple,0.431,0.000,0.118,0.314,0.000,0.059,0.020,0.412,0.059,22,69.591,22.014,70.0,20,100,NA,NA,NA,NA,NA,NA,6,48.167,27.294,45.0,8,91,16,71.250,19.053,74.5,40,100,NA,NA,NA,NA,NA,NA,3,57.333,7.506,57.0,50,65,1,60.000,NA, 60.0 ,60,60,21,69.190,26.521,71.0,9,100,3,9.333,10.693,7.0,0,21,31.118,5.105,30.0,51,24,44,0.020,4.863,1.414,5.0,51.000,1,7,4.706,0.672,5.0,51,3,6
10465-3112,10465,3112,52,0.176,Multiple,0.000,0.000,0.077,0.538,0.000,0.000,0.019,0.500,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,71.250,32.877,81.5,24,98,28,67.679,23.816,66.5,20,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51.000,NA, 51.0 ,51,51,26,74.962,17.735,77.5,41,100,3,33.333,20.817,40.0,10,50,30.404,4.778,29.5,52,24,45,0.000,4.827,1.410,5.0,52.000,1,7,4.462,1.093,4.0,52,1,7
10571-68,10571,68,50,0.188,White,0.120,0.000,0.240,0.100,0.040,0.020,0.000,0.020,0.800,6,44.833,18.999,47.0,15,70,NA,NA,NA,NA,NA,NA,12,49.417,13.983,48.5,25,71,5,35.800,17.427,32.0,15,57,2,40.500,13.435,40.5,31,50,1,29.000,NA,29.0,29,29,NA,NA,NA, NA ,NA,NA,1,71.000,NA,71.0,71,71,40,75.650,17.747,78.0,36,100,44.160,6.962,45.0,50,27,63,1.000,3.920,1.226,4.0,50.000,1,6,5.960,0.781,6.0,50,4,7
10571-75,10571,75,48,0.188,Black,0.625,0.000,0.229,0.125,0.042,0.083,0.000,0.271,0.042,30,64.000,19.811,64.5,10,100,NA,NA,NA,NA,NA,NA,11,59.000,20.110,51.0,40,100,6,51.667,18.608,55.5,28,71,2,49.000,0.000,49.0,49,49,4,50.000,23.338,56.5,17,70,NA,NA,NA, NA ,NA,NA,13,65.462,15.398,66.0,35,98,2,20.000,14.142,20.0,10,30,39.146,5.882,38.5,48,28,53,0.979,4.833,1.243,5.0,48.000,2,7,6.042,1.051,6.0,48,3,7
10571-1407,10571,1407,50,0.133,Black,0.860,0.000,0.140,0.000,0.000,0.000,0.020,0.180,0.000,43,79.628,21.029,82.0,5,100,NA,NA,NA,NA,NA,NA,7,49.857,24.782,50.0,18,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70.000,NA, 70.0 ,70,70,9,61.111,20.655,62.0,18,87,NA,NA,NA,NA,NA,NA,41.960,6.731,44.0,50,25,55,1.000,4.780,1.375,5.0,50.000,1,7,6.320,0.683,6.0,50,5,7
10571-4022,10571,4022,54,0.118,Black,0.593,0.000,0.315,0.074,0.000,0.056,0.037,0.093,0.167,32,67.750,19.560,69.0,15,100,NA,NA,NA,NA,NA,NA,17,62.235,21.764,60.0,20,100,4,83.250,4.717,82.0,79,90,NA,NA,NA,NA,NA,NA,3,62.333,24.007,72.0,35,80,2,66.500,2.121, 66.5 ,65,68,5,71.800,11.256,72.0,57,85,9,39.667,19.685,38.0,10,69,36.547,6.072,36.0,53,22,52,1.000,5.208,1.350,5.0,53.000,1,7,6.170,0.778,6.0,53,4,7
12124-27,12124,27,53,0.000,White,0.000,0.000,0.057,0.019,0.000,0.000,0.019,0.000,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,56.000,38.118,35.0,33,100,1,70.000,NA,70.0,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.000,NA, 10.0 ,10,10,NA,NA,NA,NA,NA,NA,52,88.923,15.750,96.0,37,100,31.377,5.252,30.0,53,21,47,1.000,4.887,1.219,5.0,53.000,1,7,6.434,0.747,7.0,53,4,7
12124-38,12124,38,55,0.235,Multiple,0.109,0.018,0.364,0.073,0.091,0.273,0.218,0.182,0.091,6,61.833,17.747,60.5,37,86,1,24.000,NA,24.0,24,24,20,68.650,29.591,73.5,8,100,4,48.500,14.844,51.5,30,61,5,51.000,28.679,63.0,12,79,15,62.333,18.684,55.0,41,93,12,55.333,22.548, 58.5 ,10,83,10,59.100,18.818,55.5,36,94,5,28.800,18.512,20.0,14,60,31.782,4.593,31.0,55,23,42,1.000,5.309,1.120,5.0,55.000,3,7,6.291,0.809,6.0,55,4,7
12124-1304,12124,1304,49,0.000,Multiple,0.286,0.000,0.327,0.265,0.020,0.102,0.020,0.224,0.082,14,59.857,14.670,57.0,30,81,NA,NA,NA,NA,NA,NA,16,72.375,17.603,72.5,39,100,13,59.615,18.621,62.0,20,84,1,50.000,NA,50.0,50,50,5,60.000,23.707,52.0,30,88,1,70.000,NA, 70.0 ,70,70,11,73.727,13.558,73.0,55,100,4,53.250,5.188,51.0,50,61,35.265,5.373,35.0,49,19,50,1.000,5.429,1.080,5.0,49.000,3,7,6.306,0.742,6.0,49,4,7
12187-489,12187,489,56,0.118,Multiple,0.268,0.000,0.339,0.250,0.089,0.107,0.018,0.196,0.089,15,65.267,21.168,65.0,20,100,NA,NA,NA,NA,NA,NA,19,64.368,22.154,70.0,19,100,14,69.929,15.420,69.5,50,100,5,71.400,22.909,60.0,50,100,6,62.500,8.871,61.0,54,74,1,63.000,NA, 63.0 ,63,63,11,71.000,19.105,70.0,45,100,5,38.200,20.584,40.0,15,65,42.518,5.930,43.0,56,25,57,0.000,3.964,1.513,4.0,56.000,1,7,3.571,1.204,4.0,56,1,6
12187-533,12187,533,52,0.294,Multiple,0.481,0.000,0.096,0.250,0.038,0.058,0.019,0.308,0.058,25,63.040,19.535,61.0,30,100,NA,NA,NA,NA,NA,NA,5,56.600,19.230,60.0,34,79,13,69.000,19.205,69.0,40,100,2,68.000,2.828,68.0,66,70,3,72.667,1.528,73.0,71,74,1,78.000,NA, 78.0 ,78,78,16,72.125,15.383,67.0,51,100,3,38.333,17.559,40.0,20,55,40.558,5.381,40.5,52,30,55,0.019,4.192,1.415,4.0,52.000,1,7,3.519,1.129,4.0,52,1,6
12187-3389,12187,3389,56,0.294,White,0.018,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.964,1,62.000,NA,62.0,62,62,NA,NA,NA,NA,NA,NA,1,30.000,NA,30.0,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,54,91.648,12.032,97.5,40,100,40.473,5.607,40.0,55,28,54,0.018,3.800,1.366,4.0,55.000,1,7,3.200,1.026,3.0,55,1,6
12187-3933,12187,3933,50,0.067,White,0.040,0.020,0.240,0.160,0.020,0.020,0.020,0.020,0.620,2,53.000,46.669,53.0,20,86,1,13.000,NA,13.0,13,13,12,61.750,29.625,68.0,16,100,8,63.625,14.589,62.0,45,90,1,60.000,NA,60.0,60,60,1,25.000,NA,25.0,25,25,1,76.000,NA, 76.0 ,76,76,1,10.000,NA,10.0,10,10,31,78.903,16.259,79.0,39,100,42.760,5.464,44.0,50,29,58,0.000,3.920,1.412,4.0,50.000,1,7,3.220,1.200,3.0,50,1,7
12360-28,12360,28,55,0.125,Multiple,0.400,0.018,0.309,0.127,0.036,0.182,0.018,0.200,0.218,22,51.818,13.793,50.0,30,90,1,35.000,NA,35.0,35,35,17,70.235,19.257,70.0,30,100,7,58.000,11.676,53.0,50,82,2,59.000,12.728,59.0,50,68,10,53.500,23.628,50.0,10,87,1,73.000,NA, 73.0 ,73,73,11,49.455,17.733,50.0,30,90,12,45.833,15.573,50.0,7,71,27.891,3.348,28.0,55,20,35,1.000,5.982,0.850,6.0,55.000,4,7,5.000,1.122,5.0,55,3,7
12360-44,12360,44,48,0.214,White,0.021,0.000,0.042,0.021,0.000,0.000,0.000,0.000,0.979,1,41.000,NA,41.0,41,41,NA,NA,NA,NA,NA,NA,2,51.000,1.414,51.0,50,52,1,70.000,NA,70.0,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,47,92.979,13.362,100.0,30,100,26.583,3.880,26.5,48,19,35,1.000,5.771,1.077,6.0,48.000,3,7,4.854,1.072,5.0,48,2,7
